color_features_water_ratio,color_features_terrain_ratio,color_features_transport_ratio,color_features_settlements_ratio,color_features_boundaries_ratio,texture_features_mean_intensity,texture_features_std_intensity,texture_features_gradient_mean,symbol_features_water_matches,symbol_features_water_max_conf,symbol_features_water_mean_conf,symbol_features_terrain_matches,symbol_features_terrain_max_conf,symbol_features_terrain_mean_conf,symbol_features_transport_matches,symbol_features_transport_max_conf,symbol_features_transport_mean_conf,symbol_features_settlements_matches,symbol_features_settlements_max_conf,symbol_features_settlements_mean_conf,symbol_features_boundaries_matches,symbol_features_boundaries_max_conf,symbol_features_boundaries_mean_conf,line_features_total_lines,line_features_avg_length,line_features_std_length,line_features_angle_bin_0,line_features_angle_bin_1,line_features_angle_bin_2,line_features_angle_bin_3,line_features_angle_bin_4,line_features_angle_bin_5,image_path
4.294818687786867e-07,0.031210017922278385,0.010403768789294906,0.010460460395973693,0.3260931279894622,219.15533242540866,59.78737372007473,136.58591902337116,489,0.8238079,0.81595343,186450,0.9787434,0.83548814,4562,0.9397822,0.8279883,10276,0.9440012,0.8266146,645,0.87838906,0.8102382,558,189.37237385104638,166.07019634844025,0.3100358422939068,0.24551971326164876,0.30286738351254483,0.14157706093189965,0.0,0.0,datasets\images\row-1-column-1 (1).jpg
8.153765522164879e-06,0.033651949270894814,0.014272260572602714,0.014364216928213795,0.3744480919962185,214.9093342042763,66.37823886232601,167.7743660884161,511,0.8259961,0.8098361,153768,0.98179483,0.83559287,3454,0.9354416,0.82882434,8588,0.9476958,0.8284858,438,0.898879,0.8178912,235,204.7429270489197,185.21490046795813,0.4851063829787234,0.1574468085106383,0.28936170212765955,0.06808510638297872,0.0,0.0,datasets\images\row-1-column-1 (2).jpg
0.00015058127159377262,0.041384288052677416,0.010630851871715911,0.010667102918581079,0.22054439777251258,210.7912418400288,70.18291431755381,162.15810484045645,837,0.8225041,0.8133681,128652,0.9674807,0.833046,3335,0.9383879,0.8226408,7872,0.92415166,0.82618314,1019,0.8866427,0.80991304,427,215.8172413329122,230.95474445760937,0.5714285714285714,0.10772833723653395,0.2154566744730679,0.1053864168618267,0.0,0.0,datasets\images\row-1-column-1 (3).jpg
4.7059709359235e-07,0.058479689029440556,0.01456262706121527,0.014642157970032377,0.3206135644906257,211.06331319177772,69.88964537114211,175.9683390320484,339,0.82697725,0.8142781,149875,0.9768685,0.83791846,2622,0.93228716,0.8236326,3588,0.933207,0.8213515,564,0.9006942,0.8206744,478,173.46315430296525,89.99979427509015,0.18200836820083682,0.2803347280334728,0.4393305439330544,0.09832635983263599,0.0,0.0,datasets\images\row-1-column-1 (4).jpg
4.6069998756110035e-07,0.04542916507341254,0.01356945743362465,0.013634876831858326,0.35058578003418395,218.2968856680841,63.44670247692262,155.05613655889934,301,0.8305013,0.8157365,157722,0.96946603,0.836616,2933,0.92578727,0.8249098,7010,0.97109526,0.83054215,848,0.9002306,0.8222931,272,190.1363341740897,183.562293522688,0.34558823529411764,0.1801470588235294,0.3382352941176471,0.13602941176470587,0.0,0.0,datasets\images\row-1-column-1 (5).jpg
0.0015578678708157456,0.023035731815058406,0.0033155001472464905,0.0041636399332482575,0.17055806419946992,210.84039805634632,60.46041387226655,126.66151397569105,814,0.8272192,0.8138837,138749,0.9665204,0.83177954,4594,0.92614645,0.8238704,5541,0.96396625,0.8269352,979,0.9353705,0.8162605,388,169.93795233751328,105.69766787639314,0.3479381443298969,0.3170103092783505,0.22422680412371135,0.11082474226804123,0.0,0.0,datasets\images\row-1-column-1 (6).jpg
1.4130087971192853e-05,0.04959205068599298,0.014686631113542094,0.015919139432061625,0.28903596335293313,200.3995697160308,65.66651066908553,191.07050313623614,54,0.8158387,0.80575216,59969,0.9583165,0.83291346,814,0.9048928,0.82309836,5467,0.9130694,0.823795,97,0.8469013,0.8110054,2007,426.80701393284204,380.88458727264924,0.04733432984554061,0.8231190832087693,0.10513203786746388,0.024414549078226207,0.0,0.0,datasets\images\row-1-column-1.jpg
0.0015133501864862892,0.027874657178541845,0.008034146948620775,0.0084796538951814,0.25151227719287705,216.3787658856704,58.21038739401367,140.30178443979898,495,0.82385445,0.8140814,200306,0.9776668,0.83576244,5562,0.96164525,0.8322082,10906,0.9421519,0.8264508,412,0.9065673,0.8115629,532,180.45837699068593,139.34148875936754,0.4342105263157895,0.31954887218045114,0.09586466165413533,0.15037593984962405,0.0,0.0,datasets\images\row-1-column-2 (1).jpg
0.00024987370513816385,0.11211452906954637,0.010186880181937029,0.010531814535769058,0.3090697817588574,209.01720326139505,69.41781555948738,178.80917723299325,510,0.84579015,0.8105153,167519,0.9733806,0.83523816,3853,0.9324481,0.82687813,9599,0.94839025,0.82568336,417,0.8894761,0.8167475,326,185.1926089243442,173.4416807408179,0.588957055214724,0.17484662576687116,0.17791411042944785,0.05828220858895705,0.0,0.0,datasets\images\row-1-column-2 (2).jpg
0.0050583129159062455,0.07289626086681512,0.008956692730279742,0.009135287081117181,0.20587045212276128,205.4533998969362,70.88607728355552,188.23745906218682,531,0.8225077,0.81063455,121837,0.9690161,0.83434933,2481,0.91251355,0.8204499,9771,0.93567663,0.8267307,1387,0.8940881,0.8112217,467,203.05216558198887,235.3944206133414,0.7451820128479657,0.08137044967880086,0.09635974304068523,0.07708779443254818,0.0,0.0,datasets\images\row-1-column-2 (3).jpg
2.260482989865501e-05,0.06337829182835399,0.009431394341257582,0.009731850205327205,0.2837579587838602,216.8999858719813,61.88566338857728,142.59904257492443,499,0.8318452,0.81592286,163731,0.9744944,0.83782136,3797,0.93066746,0.8211936,6157,0.9447961,0.8236528,427,0.9070872,0.8152953,404,163.28781440389068,75.56577401081803,0.3415841584158416,0.2103960396039604,0.36386138613861385,0.08415841584158416,0.0,0.0,datasets\images\row-1-column-2 (4).jpg
2.2113599402932816e-05,0.04713145152745081,0.011479261590059938,0.011729421683305614,0.3904625888575101,210.97260954293955,66.29629868519555,181.69762778332813,201,0.83357847,0.8125163,137125,0.96417123,0.8358088,2725,0.9400838,0.82324606,7359,0.9459366,0.83075273,821,0.9056915,0.82042146,699,188.1597888611986,128.28290337285503,0.4034334763948498,0.36909871244635195,0.18454935622317598,0.04291845493562232,0.0,0.0,datasets\images\row-1-column-2 (5).jpg
0.002117895356827329,0.020752429567095318,0.00199666241287916,0.0030190438794542064,0.11019731029743791,205.9424668695396,63.030349322706215,139.22807075971355,853,0.8249053,0.8139542,130847,0.9675407,0.8317387,3370,0.9232762,0.81556463,4397,0.9837408,0.8268051,1070,0.9102452,0.81813866,461,160.92740755972733,90.85791794420179,0.29718004338394793,0.2950108459869848,0.2928416485900217,0.11496746203904555,0.0,0.0,datasets\images\row-1-column-2 (6).jpg
0.0005611618601240295,0.12782419964972933,0.010751806581353666,0.013061133392091353,0.3178353363441125,197.7548542550599,67.58219335759823,209.18224146120974,61,0.8285207,0.8065046,75066,0.9637688,0.83246046,1363,0.9206402,0.8261375,5608,0.8795887,0.8292174,74,0.86750257,0.8137079,1843,269.7449613384997,223.5343045157133,0.16223548562126966,0.6299511665762344,0.17308735756918067,0.03472599023331525,0.0,0.0,datasets\images\row-1-column-2.jpg
8.289000067428653e-05,0.03640846646197561,0.007683860114319484,0.0077147828088715495,0.20566898887513116,224.21313553116386,56.30972246564731,113.18630153991029,975,0.82583,0.8154992,233105,0.9808782,0.8358737,8356,0.9428612,0.8344685,10327,0.9441346,0.83045495,814,0.890183,0.8091042,317,208.63779096471143,176.26931539678299,0.45741324921135645,0.12618296529968454,0.11041009463722397,0.305993690851735,0.0,0.0,datasets\images\row-1-column-3 (1).jpg
3.6238957876288354e-06,0.24925880006468654,0.00876212702751307,0.008799271959336266,0.31172117383420406,214.05692324905812,62.8401447595348,145.8551138470748,978,0.8299257,0.80937797,175187,0.9711661,0.83509463,5684,0.94215465,0.82757896,9356,0.9485502,0.8282219,462,0.8942624,0.8141439,249,180.91777300486666,159.59536048918966,0.5742971887550201,0.20080321285140562,0.1686746987951807,0.05622489959839357,0.0,0.0,datasets\images\row-1-column-3 (2).jpg
