text_count,symbol_count,red_accuracy,blue_accuracy,green_accuracy,black_accuracy,text_confidence,symbol_confidence,overall_confidence,filename
33,3,28.507629210954022,0.0,15.883323292825551,40.68533480298186,0.8314648550440045,0.8000000000000002,8.997068187189345,M1.png
